timestamp;tag;duration;package_0;dram_0;core_0;nvidia_gpu_0
1689059542.795455;AlexNet;32.161073446273804;1035497471.0;27027213.0;1003100886.0;1785100
1689059574.9573574;AlexNet;47.98742175102234;1743273065.0;39404929.0;1697298084.0;2667318
1689059622.9455166;AlexNet;69.06946349143982;2614929280.0;56536477.0;2548638861.0;3948480
1689059692.0184476;AlexNet;90.81942105293274;3505074706.0;74447991.0;3417722574.0;5253752
1689059782.8386734;AlexNet;37.40242385864258;1481196098.0;31862101.0;1444925745.0;2462407
1689059820.2418475;AlexNet;67.831547498703;2683187772.0;54466108.0;2617980786.0;4324449
1689059888.0741363;AlexNet;97.65968704223633;3788314460.0;73887445.0;3695075929.0;6122385
1689059985.7346272;AlexNet;131.0570456981659;5358723647.0;110789573.0;5231444066.0;8715046
1689060116.7924228;AlexNet;47.74318766593933;1962035993.0;41912612.0;1915457377.0;4371323
1689060164.5363653;AlexNet;88.91766881942749;3726439984.0;78065901.0;3639677389.0;8567782
1689060253.4571157;AlexNet;130.7572727203369;5528338996.0;115121104.0;5400461760.0;12860429
1689060384.215813;AlexNet;173.11681532859802;7309951379.0;151953896.0;7140834624.0;16975338
1689060557.3333848;AlexNet;57.903000593185425;2477724492.0;51585866.0;2420823454.0;6211521
1689060615.237194;AlexNet;109.90817666053772;4751454267.0;97982660.0;4643290359.0;12099561
1689060725.1476188;AlexNet;159.89832830429077;6721669438.0;133229334.0;6565904883.0;17546794
1689060885.04671;AlexNet;214.31981086730957;9320649845.0;191483397.0;9109691401.0;23808007
1689061099.3692012;AlexNet;68.18834829330444;2969071074.0;60484647.0;2901807879.0;7922901
1689061167.558328;AlexNet;126.67356371879578;5298172899.0;98652396.0;5175201473.0;14914858
1689061294.2326274;AlexNet;193.0527355670929;8541535995.0;170436209.0;8351087630.0;22952160
1689061487.2861035;AlexNet;257.45375990867615;11588960871.0;238384156.0;11333091959.0;31999403
