timestamp;tag;duration;package_0;dram_0;core_0;nvidia_gpu_0
1684312056.3875027;Mobile;58.74271273612976;1800970854.0;58189365.0;1740074464.0;6748026
1684312115.1309712;Mobile;51.62796211242676;1643654972.0;52691455.0;1590950334.0;6730368
1684312166.7602994;Mobile;52.058037757873535;1734756240.0;54466047.0;1681366668.0;7001127
1684312218.8192637;Mobile;51.99877405166626;1734919204.0;54134078.0;1681601408.0;7112663
1684312270.8189125;Mobile;52.52028822898865;1869887913.0;56824013.0;1815529104.0;7165193
1684312323.3401523;Mobile;52.290855884552;1768856434.0;55655742.0;1714997990.0;7114508
1684312375.633945;Mobile;52.097208738327026;1727432163.0;53410935.0;1674075548.0;6973087
1684312427.7320414;Mobile;51.88495755195618;1694289547.0;53174608.0;1641225840.0;7091931
1684312479.6205947;Mobile;51.84811544418335;1729606900.0;53262986.0;1676560954.0;7109908
1684312531.469541;Mobile;52.328176736831665;1769283373.0;54455610.0;1715541507.0;7127915
